kx,ky,phasor
-23+0i,-21+0i,-9.49577193241747-6.31437591966733i
-23+0i,-20+0i,5.0449870862955-12.6618117420483i
-23+0i,-19+0i,11.9625855365369+2.5179038526015i
-23+0i,-18+0i,-0.812607140819299+0.700718972297465i
-23+0i,-17+0i,0.8793065203233+27.3724080479041i
-23+0i,-16+0i,-12.6520110194993+10.5234285104051i
-23+0i,-15+0i,-40.6195935634264-19.8109203308088i
-23+0i,-14+0i,-4.42358711461148+3.81280999789597i
-23+0i,-13+0i,5.02276773138482-3.04812553519963i
-23+0i,-12+0i,-5.69810946705111-4.3789745884689i
-23+0i,-11+0i,7.6860971095497-0.71232039981667i
-23+0i,-10+0i,-2.18509928630391+2.14518725856023i
-23+0i,-9+0i,7.29311506774135+3.55001004356177i
-23+0i,-8+0i,-3.609890089707-18.3352812410423i
-23+0i,-7+0i,-14.2910119550177-6.3430878947222i
-23+0i,-6+0i,10.5809082765112+12.4438772303971i
-23+0i,-5+0i,-20.2159906815783+7.9462081120683i
-23+0i,-4+0i,-38.812377167871-8.1168619148772i
-23+0i,-3+0i,45.7896647768136-27.211321741475i
-23+0i,-2+0i,67.0235803315016-29.3215774009678i
-23+0i,-1+0i,6.2027508817577+10.8932448422723i
-23+0i,0+0i,44.8942109306145+51.5883247522687i
-23+0i,1+0i,16.2288251969056+25.9336982762533i
-23+0i,2+0i,-64.0647166692003+22.373327840178i
-23+0i,3+0i,-3.5742162881184+29.6176760174003i
-23+0i,4+0i,-16.7350245014228-24.1916779971346i
-23+0i,5+0i,-52.5879188227631-49.7613318980985i
-23+0i,6+0i,6.479951434577-22.1396812436824i
-23+0i,7+0i,8.61605949613505+8.09738560642857i
-23+0i,8+0i,-12.298815283712+5.217879791374i
-23+0i,9+0i,-16.9168967573003-16.0890370425149i
-23+0i,10+0i,6.993250107616-27.1236229025763i
-23+0i,11+0i,36.3836777117188-22.5355665787362i
-23+0i,12+0i,14.4101553477656+8.3729763354585i
-23+0i,13+0i,-8.3332991962709+24.0371017339373i
-23+0i,14+0i,-18.2465528987217+5.2010049777905i
-23+0i,15+0i,-7.6330234895421-21.801488959178i
-23+0i,16+0i,13.4117706130181-19.8061875282486i
-23+0i,17+0i,20.210923312151+3.9359478919958i
-23+0i,18+0i,12.2367833135541+0.9462805932284i
-23+0i,19+0i,-2.68521142788301+4.70613733801526i
-23+0i,20+0i,7.00135303165306+6.0652080024708i
-23+0i,21+0i,-3.46984615428136-4.22188535982028i
-23+0i,22+0i,-15.9556673429506+7.6563487341037i
-23+0i,23+0i,-3.67949957869568+4.75345231450346i
-23+0i,24+0i,-18.7723552884914-0.9260460728498i
-23+0i,25+0i,-14.0239676355659-5.8271433379338i
-23+0i,26+0i,5.52201107631011-3.19830602241708i
-23+0i,27+0i,2.5703333572913+15.6580717108997i
-23+0i,28+0i,-6.9235186643475+3.90879764000323i
-23+0i,29+0i,-11.0386415546133-0.194919524042i
-23+0i,30+0i,4.85641779449813-3.24769036553611i
-23+0i,31+0i,4.9487522665299-15.4370697937088i
-23+0i,32+0i,-2.61680344444684+2.5559098046893i
-23+0i,33+0i,-4.1914397062907+10.2441411481904i
-23+0i,34+0i,-6.8288519487629+0.85347750917683i
-23+0i,35+0i,0.25686949496482-5.59612759355247i
-23+0i,36+0i,-3.97269787335011+6.7480177367323i
-23+0i,37+0i,0.9666361938558+12.8745657209826i
-23+0i,38+0i,2.82284939660582-2.99308498071501i
-23+0i,39+0i,-8.93279430742879+5.19134774215745i
-23+0i,40+0i,2.03732456101437+5.9715166290941i
-23+0i,41+0i,5.0074836819917-4.75524790032299i
-23+0i,42+0i,-2.46649812800464-1.46343859523129i
-23+0i,43+0i,0.80821468670229-4.73950366371196i
-23+0i,44+0i,0.86319590205025-4.51046316892369i
-23+0i,45+0i,-1.61975456010419+0.54306842361831i
-23+0i,46+0i,-3.96448971978763+6.10012378794971i
-23+0i,47+0i,-3.08840607535229+8.95486285443438i
-23+0i,48+0i,-0.17429081898974+4.8190738195964i
-23+0i,49+0i,-2.1137368834824+3.15847935410858i
-23+0i,50+0i,0.081176050762677-0.318047828563151i
-22+0i,-49+0i,4.90266256663008-1.59009203732412i
-22+0i,-48+0i,-0.21505235840402-4.06148498693763i
-22+0i,-47+0i,-3.60216047761156-7.58498384391402i
-22+0i,-46+0i,3.7163300910155+8.38885524258714i
-22+0i,-45+0i,17.4260806968931-2.5215183109013i
-22+0i,-44+0i,1.045253677268-3.90133440753214i
-22+0i,-43+0i,1.397383466177+21.8205068024911i
-22+0i,-42+0i,5.42318199424939+4.76245920702844i
-22+0i,-41+0i,-4.90826533711825+0.92628305531519i
-22+0i,-40+0i,0.1406869267741+11.2180981128739i
-22+0i,-39+0i,-6.95705362087562+5.54227236691806i
-22+0i,-38+0i,-5.16986749477884+1.23994396987513i
-22+0i,-37+0i,-3.92298913449842-4.33308624344542i
-22+0i,-36+0i,-2.17402096687646-5.25071856701127i
-22+0i,-35+0i,10.0995736067772-10.1583601245163i
-22+0i,-34+0i,-1.07635271855998+5.33141638324714i
-22+0i,-33+0i,3.377165180405+12.5576961648771i
-22+0i,-32+0i,8.20553083344351-3.0209168424763i
-22+0i,-31+0i,-5.93091387911351-2.21164114930061i
-22+0i,-30+0i,1.06521311050799-2.43399497908855i
-22+0i,-29+0i,9.15926587299248+0.34764597518527i
-22+0i,-28+0i,-1.31095811358622-7.13546071137306i
-22+0i,-27+0i,-0.7942819103992-5.0243086789228i
-22+0i,-26+0i,12.3045953301049+6.2470313562223i
-22+0i,-25+0i,-1.63564658546983-2.63730434267481i
-22+0i,-24+0i,-8.70705308099363+8.00066152066009i
-22+0i,-23+0i,1.94382914749498+8.79446598282182i
-22+0i,-22+0i,1.48937819913271+1.51372380841198i
-22+0i,-21+0i,-3.24924479999953+3.02016416445425i
-22+0i,-20+0i,-15.3430775304777+3.3860330408356i
-22+0i,-19+0i,-0.159603415265564-0.803937144183242i
-22+0i,-18+0i,13.1531068034133-16.3219329242793i
-22+0i,-17+0i,2.77417379452307+7.99710400272121i
-22+0i,-16+0i,-1.6120519947254+18.7135951139667i
-22+0i,-15+0i,-9.22650412376206+7.70884493214717i
-22+0i,-14+0i,-13.0031392177479+20.8445654859307i
-22+0i,-13+0i,-20.1526357757473+7.0454647118355i
-22+0i,-12+0i,4.914079239007+5.02072801620207i
-22+0i,-11+0i,31.3106408829173+10.5103359511687i
-22+0i,-10+0i,0.10373363905021-9.41749181667205i
-22+0i,-9+0i,-16.3930245269083+6.1716064807198i
-22+0i,-8+0i,3.2663699370189+11.3592036510621i
-22+0i,-7+0i,8.7507473891872-20.6165101125495i
-22+0i,-6+0i,11.0405815868528+22.8551878892239i
-22+0i,-5+0i,-0.7041057787861+49.4323576871571i
-22+0i,-4+0i,-51.636194767868-21.8297560140153i
-22+0i,-3+0i,10.4533181871674-45.4150356802615i
-22+0i,-2+0i,73.0828252970753-3.6102344438648i
-22+0i,-1+0i,-22.2464526924405+59.583341009775i
-22+0i,0+0i,-18.0738548298118+32.112775184541i
-22+0i,1+0i,25.8784208531996-39.9426165740428i
-22+0i,2+0i,21.121554079355-5.0750835288772i
-22+0i,3+0i,27.8674245224974+3.2176738336385i
-22+0i,4+0i,-22.2711113786895-2.7872032723398i
-22+0i,5+0i,-6.37508025609-0.5596152334976i
-22+0i,6+0i,4.07355673158288-8.80841396237446i
-22+0i,7+0i,-19.1196238018139+5.1718458767186i
-22+0i,8+0i,23.2297017975498-30.1517348697981i
-22+0i,9+0i,8.38420584859746+5.15833305664767i
-22+0i,10+0i,-12.2025435310246+26.9404207368454i
-22+0i,11+0i,-11.2881029017899-35.2656881277655i
-22+0i,12+0i,-20.2317884725418-0.2977650776912i
-22+0i,13+0i,-3.86091622599721+7.95716223194667i
-22+0i,14+0i,-5.4500861865834-15.3054425156212i
-22+0i,15+0i,2.53585119559197-3.19816805188993i
-22+0i,16+0i,7.1135090466142-20.5789104575845i
-22+0i,17+0i,-0.6955610100816-5.40120874139112i
-22+0i,18+0i,10.8745710268904+2.4777613519261i
-22+0i,19+0i,5.2318360242251-11.9416285085248i
-22+0i,20+0i,1.92494284165674-0.11606412817644i
-22+0i,21+0i,-0.42885272480619+3.28377723270646i
-22+0i,22+0i,-12.0449680477204+2.4565812733461i
-22+0i,23+0i,-0.30350190845572+6.05641635730435i
-22+0i,24+0i,1.92512512956289+5.92173498293309i
-22+0i,25+0i,-11.6676071743708-0.5109774847597i
-22+0i,26+0i,-8.33302370444622-0.25994575396148i
-22+0i,27+0i,-5.63172400328387+8.01442646194512i
-22+0i,28+0i,-1.43292378076191+5.68809423936536i
-22+0i,29+0i,5.4863754985658+2.78293347264738i
-22+0i,30+0i,3.10946710789666+0.75525470149143i
-22+0i,31+0i,5.67584859683329-7.17721628592885i
-22+0i,32+0i,-2.67887627068169-0.45039934771264i
-22+0i,33+0i,-7.1091890299641+10.903646713037i
-22+0i,34+0i,-0.27382183388233-1.37453692151977i
-22+0i,35+0i,-5.10533393368003-4.66777658601481i
-22+0i,36+0i,-0.73005299854556+5.86908140227993i
-22+0i,37+0i,0.98972696386266+6.38292493049619i
-22+0i,38+0i,-2.86028386991413+6.8932825543724i
-22+0i,39+0i,-1.67458606191692+2.11683064045974i
-22+0i,40+0i,2.19124212616042-6.036753124232i
-22+0i,41+0i,5.16909671776655-4.57595432501675i
-22+0i,42+0i,-1.39976840887543+2.05486438122493i
-22+0i,43+0i,-0.23014178921876-4.63605202695242i
-22+0i,44+0i,0.22505219941614-8.51152000322212i
-22+0i,45+0i,-1.88949427874199-1.84066531696098i
-22+0i,46+0i,-0.85881530577615-1.14742945152383i
-22+0i,47+0i,0.94392294864908+6.03258940106254i
-22+0i,48+0i,-0.30720224738603+7.01806422574335i
-22+0i,49+0i,-5.09916617180664+3.33213384290153i
-22+0i,50+0i,4.05308699000162+0.06954868404701i
-21+0i,-49+0i,6.11625809014487-3.97017731930444i
-21+0i,-48+0i,7.07766694805827+0.21465193669716i
-21+0i,-47+0i,9.95219286514451-7.64058927967085i
-21+0i,-46+0i,-6.70941058121257-0.12230026377914i
-21+0i,-45+0i,13.1622857122891+11.6262413219345i
-21+0i,-44+0i,4.95062842043899-2.63792191330713i
-21+0i,-43+0i,-12.0330551646939+6.5519588075824i
-21+0i,-42+0i,4.95962293528823-1.09764133424663i
-21+0i,-41+0i,-1.82652564595597+0.14394064997272i
-21+0i,-40+0i,1.9577952461327+12.1183531356614i
-21+0i,-39+0i,4.77128536687977+1.44361100776293i
-21+0i,-38+0i,-6.34592154228693-4.11411287376099i
-21+0i,-37+0i,-8.72674674780846-6.47622582255296i
-21+0i,-36+0i,-0.61188873050548+2.46594895627335i
-21+0i,-35+0i,8.72720036731392+0.02457199164242i
-21+0i,-34+0i,-5.29967926194833-1.82282280888776i
-21+0i,-33+0i,-8.06281992160062+6.0300886480046i
-21+0i,-32+0i,4.77471276105708-0.71812627929345i
-21+0i,-31+0i,1.19849634413715-2.87454765476035i
-21+0i,-30+0i,-6.18544361844188-8.35455834559795i
-21+0i,-29+0i,2.98531267958775-8.04333001063591i
-21+0i,-28+0i,14.135387726012-12.1244282646443i
-21+0i,-27+0i,2.95605159028748-8.38426187688647i
-21+0i,-26+0i,4.1781328619674+17.4894427683745i
-21+0i,-25+0i,8.72543388606759+5.47603824679249i
-21+0i,-24+0i,-4.86586512740766-3.79668015749537i
-21+0i,-23+0i,-2.23052028228964+4.05776474911701i
-21+0i,-22+0i,5.44678251528032+0.76816969279445i
-21+0i,-21+0i,2.45262963955472+0.08853914214757i
-21+0i,-20+0i,-1.7706691954571-0.75143419576109i
-21+0i,-19+0i,5.7448079174396+13.4397300844549i
-21+0i,-18+0i,-3.32904248752968+0.51577274864338i
-21+0i,-17+0i,-12.5440007722371-19.183888481506i
-21+0i,-16+0i,11.5115220194166-11.633219960412i
-21+0i,-15+0i,9.1559556015532-17.1201635626348i
-21+0i,-14+0i,6.52448324862543-0.83327684104254i
-21+0i,-13+0i,21.5296529397489+27.0845223677851i
-21+0i,-12+0i,13.0280596803288+17.2262199801257i
-21+0i,-11+0i,5.00762584822197+0.00421747267468i
-21+0i,-10+0i,19.9188432941296+4.8365472840535i
-21+0i,-9+0i,21.292847013855+6.6881138611551i
-21+0i,-8+0i,-4.7840360835195+12.8782951666698i
-21+0i,-7+0i,16.4092926561244+19.3996264106426i
-21+0i,-6+0i,20.0008937564483-6.0028878456873i
-21+0i,-5+0i,-54.5747256383527-9.0359082953087i
-21+0i,-4+0i,-68.7436253997402+9.3787303372227i
-21+0i,-3+0i,9.858773750165-18.2301603246213i
-21+0i,-2+0i,37.5811901731503-37.5110456929144i
-21+0i,-1+0i,-4.0465248367284-12.0936703469499i
-21+0i,0+0i,24.1518575301837-21.847123508018i
-21+0i,1+0i,42.8001824246306+9.0514070241063i
-21+0i,2+0i,0.7158694248148+56.0527397005256i
-21+0i,3+0i,9.9396955847303-25.0112278890657i
-21+0i,4+0i,10.615698133426-6.8957861336481i
-21+0i,5+0i,12.4164035373019+64.3936267262182i
-21+0i,6+0i,10.5093845057883-17.8483140426364i
-21+0i,7+0i,-23.7499509103154-20.025354844779i
-21+0i,8+0i,-1.9846911427083+14.6583234883462i
-21+0i,9+0i,-15.442436633653-9.6478670823242i
-21+0i,10+0i,-43.0472271304684+6.0290216727344i
-21+0i,11+0i,-0.8523855570681-25.9781602623748i
-21+0i,12+0i,2.7065831034368-32.1963181092238i
-21+0i,13+0i,10.1659710796865+8.3166606089082i
-21+0i,14+0i,20.4910288066036-5.7407584831007i
-21+0i,15+0i,-8.49065420191612+4.06473931212213i
-21+0i,16+0i,2.7629791528596+17.0467727845369i
-21+0i,17+0i,6.08097887213086+6.94106082840573i
-21+0i,18+0i,-7.83289204141978-0.87860477148161i
-21+0i,19+0i,-1.4196079963687-16.1295317777688i
-21+0i,20+0i,-4.71973400832496-4.16231869252105i
-21+0i,21+0i,-4.2315134471812+4.15441393273554i
-21+0i,22+0i,0.74301188959377-5.31683126596401i
-21+0i,23+0i,5.14271644713664-3.25490001355083i
-21+0i,24+0i,1.55669418027992+1.33673949078189i
-21+0i,25+0i,-13.5285021756398+5.9131009755632i
-21+0i,26+0i,-6.32669217281003+4.50761018088992i
-21+0i,27+0i,5.5211023857843-1.29238845638037i
-21+0i,28+0i,5.67681076119745-0.61951317656521i
-21+0i,29+0i,9.17945510868225+2.71197771602434i
-21+0i,30+0i,1.29922521481671+3.15798198195491i
-21+0i,31+0i,-0.92726962791898+1.20507300768363i
-21+0i,32+0i,1.47048155369614+1.33578106170808i
-21+0i,33+0i,-7.13883561929955-0.20702724014998i
-21+0i,34+0i,-10.5383431733606-6.7825771210765i
-21+0i,35+0i,-7.58410730640189-3.10437751096447i
-21+0i,36+0i,3.00442543237478+1.56899439493741i
-21+0i,37+0i,6.01940608602134+1.16895097199793i
-21+0i,38+0i,-0.81424341430321-2.04040302471347i
-21+0i,39+0i,-3.2593554802649-4.60789004052375i
-21+0i,40+0i,10.3687958110951+2.513257802116i
-21+0i,41+0i,9.97908457988044+2.24901924900589i
-21+0i,42+0i,-8.26954741265072+7.36317748395075i
-21+0i,43+0i,-1.45541299944029-1.14481896004042i
-21+0i,44+0i,-5.38778823275463-7.93548888178503i
-21+0i,45+0i,-3.69888083004041+0.90940666803492i
-21+0i,46+0i,-1.07292803683764-8.66752507476626i
-21+0i,47+0i,-11.9004532499356+5.9617650217973i
-21+0i,48+0i,-3.32741590453507+1.31566941719401i
-21+0i,49+0i,-4.02548945339001-9.90428791993055i
-21+0i,50+0i,5.38984148771556+3.41322942772732i
-20+0i,-49+0i,3.07803671196949-3.52063696427659i
-20+0i,-48+0i,2.54905539325934+0.08583255866451i
-20+0i,-47+0i,13.8669245156491-3.5241491955963i
-20+0i,-46+0i,8.37616390491777-7.81785303478911i
-20+0i,-45+0i,1.0965615253807+12.3832487005582i
-20+0i,-44+0i,-0.27298361633404+4.85322882037743i
-20+0i,-43+0i,-4.65444534204559+1.63835949536086i
-20+0i,-42+0i,2.47487204870225+9.59802794468761i
-20+0i,-41+0i,3.00548766846714+1.74728526238017i
-20+0i,-40+0i,-8.01319706536577+0.83917024871196i
-20+0i,-39+0i,-5.0555436396708+10.5505708093646i
-20+0i,-38+0i,6.1453281824482-2.10870690805483i
-20+0i,-37+0i,-2.04938489985154-3.54079744391247i
-20+0i,-36+0i,-6.8287508028945+14.1039540825685i
-20+0i,-35+0i,-13.4530175463555+7.230195871926i
-20+0i,-34+0i,-12.0066459464631+1.5958008956425i
-20+0i,-33+0i,-3.8480548662863-10.7313776692274i
-20+0i,-32+0i,-2.14486149364015-6.72371020296902i
-20+0i,-31+0i,6.98861039549605+2.07260574659752i
-20+0i,-30+0i,-5.8433633234059-15.2453443246016i
-20+0i,-29+0i,2.91089661595711-4.46611909646156i
-20+0i,-28+0i,12.6775994038652+2.799211412081i
-20+0i,-27+0i,-3.31807781950409-4.56182888469428i
-20+0i,-26+0i,0.91591692162645-3.67598484744883i
-20+0i,-25+0i,-2.44880886311722-3.72470657757522i
-20+0i,-24+0i,14.75664988648-8.3599192029344i
-20+0i,-23+0i,12.008141834907-7.4451361790621i
-20+0i,-22+0i,-10.2573328159684+8.9367395630547i
-20+0i,-21+0i,3.90124250024316-8.57418725674957i
-20+0i,-20+0i,-0.79490922617315-3.35474322519225i
-20+0i,-19+0i,11.9704577406658+20.6119172372778i
-20+0i,-18+0i,13.1970636503108-7.3070384561731i
-20+0i,-17+0i,-3.3554454442402-11.0565432017842i
-20+0i,-16+0i,-15.3583312331367-10.6415164754838i
-20+0i,-15+0i,-27.1221234217471-8.1415305615622i
-20+0i,-14+0i,11.9637789694781-8.6392087988177i
-20+0i,-13+0i,-14.0558502910439-10.4015352390757i
-20+0i,-12+0i,-17.9392293651055+11.7924236029766i
-20+0i,-11+0i,30.2511075894442-26.4396341278027i
-20+0i,-10+0i,3.11218495811447-8.62256179641779i
-20+0i,-9+0i,26.9467244969294+27.5551694318232i
-20+0i,-8+0i,31.0573733049636-22.0830141295702i
-20+0i,-7+0i,-10.5886528415215-29.8889781375564i
-20+0i,-6+0i,-39.4083449518644-14.4766863177685i
-20+0i,-5+0i,-28.2726049499465+20.4397112393867i
-20+0i,-4+0i,52.6434049963621+15.9159934567533i
-20+0i,-3+0i,0.9854055388036-42.547133818705i
-20+0i,-2+0i,-61.9766504653626-35.1799354715962i
-20+0i,-1+0i,7.06298380776358+4.69895940609771i
-20+0i,0+0i,12.0768478749587+20.7659326672323i
-20+0i,1+0i,-38.2512606398034+2.2101426019006i
-20+0i,2+0i,-21.4152955118117-4.64032912262i
-20+0i,3+0i,41.8602938928459+10.1189898394288i
-20+0i,4+0i,24.1859393425244+28.6104334798706i
-20+0i,5+0i,-20.5033646438162+4.8657327346079i
-20+0i,6+0i,4.134647320028-40.1016987971718i
-20+0i,7+0i,0.649920026595+18.534163998533i
-20+0i,8+0i,-8.4867306726091+17.9076443409774i
-20+0i,9+0i,11.4367811901761-44.0097381424157i
-20+0i,10+0i,4.33228934129634+3.30411108504968i
-20+0i,11+0i,4.44557927265789+2.64397064028722i
-20+0i,12+0i,20.2002392164542-11.3691482277407i
-20+0i,13+0i,7.8086915309182+29.8591754396073i
-20+0i,14+0i,-17.0803443016468+18.6214992438485i
-20+0i,15+0i,-10.5390487334402+6.5607379791558i
-20+0i,16+0i,1.98869613783282+5.16750611180975i
-20+0i,17+0i,3.67819393052841+4.07140600713766i
-20+0i,18+0i,9.00938324778281-3.24880117776319i
-20+0i,19+0i,-7.5782287903822-16.9353477352381i
-20+0i,20+0i,-12.5413294656751-1.4843191264874i
-20+0i,21+0i,5.81643823289388-6.76198181769387i
-20+0i,22+0i,4.163594630257-12.8527667622722i
-20+0i,23+0i,-2.95736465815138+4.11110638421234i
-20+0i,24+0i,0.93526177108367+5.05350739748214i
-20+0i,25+0i,-1.2668122043095-0.50984685174588i
-20+0i,26+0i,-5.41625115438152+0.32019993005454i
-20+0i,27+0i,5.61392713327812-0.06622133200269i
-20+0i,28+0i,5.1156309929255-4.35269620336687i
-20+0i,29+0i,-2.5258072004896+1.97836117763807i
-20+0i,30+0i,2.40392854651824+7.04529622878183i
-20+0i,31+0i,2.75521519081259-2.7967204339464i
-20+0i,32+0i,-8.77406953865838-0.8646107830705i
-20+0i,33+0i,-7.17043999100184+4.39051841912045i
-20+0i,34+0i,-0.9897906172833-15.2174650504858i
-20+0i,35+0i,-11.8451061703272-7.5770553996406i
-20+0i,36+0i,2.31327742616708+9.15717814982074i
-20+0i,37+0i,4.86477553123894+1.84325406615473i
-20+0i,38+0i,-5.16209591878072+3.36433334730561i
-20+0i,39+0i,2.21985728177827-7.67989284757i
-20+0i,40+0i,5.778647039036+4.26160767379159i
-20+0i,41+0i,8.32772792758601+9.02896441057184i
-20+0i,42+0i,-9.58610698983164+1.38318056731838i
-20+0i,43+0i,0.68054335485408+6.27213436519117i
-20+0i,44+0i,1.7244159216831-13.1068034217826i
-20+0i,45+0i,-12.3457483060619+4.2301448064073i
-20+0i,46+0i,-1.92423413166084+6.88212933260509i
-20+0i,47+0i,-19.8600474847255-9.2900259188368i
-20+0i,48+0i,-6.64614117543166-4.06165107477898i
-20+0i,49+0i,8.83471330999954-7.00937198110012i
-20+0i,50+0i,0.63479935447957+1.6179000543852i
-19+0i,-49+0i,-2.6189039608991-3.28970282174389i
-19+0i,-48+0i,-4.03662220709816+0.43598435103927i
-19+0i,-47+0i,11.7161339962916-3.3500713798231i
-19+0i,-46+0i,7.73369064997603+4.65394413775795i
-19+0i,-45+0i,3.54879818665967+2.31174008476138i
-19+0i,-44+0i,-0.81042316922705-3.24365465672492i
-19+0i,-43+0i,2.32061171872607+5.56660574791133i
-19+0i,-42+0i,-6.43417324629252+4.65816134515008i
-19+0i,-41+0i,4.365792863777+13.404064529277i
-19+0i,-40+0i,9.05793368853706+1.07140036399587i
-19+0i,-39+0i,-9.8829748685195+5.18077135504589i
-19+0i,-38+0i,4.0951178876841+12.1746466760404i
-19+0i,-37+0i,-6.10666984047902+2.79975387766791i
-19+0i,-36+0i,-6.79680939634123+5.16766740044977i
-19+0i,-35+0i,0.26703771419933-4.85333557511566i
-19+0i,-34+0i,-3.64910691907342+5.31774060366504i
-19+0i,-33+0i,-0.86159580363178+5.62299177050588i
-19+0i,-32+0i,-9.37357136335041+2.91466873462031i
-19+0i,-31+0i,3.74919533181058+1.52762215744902i
-19+0i,-30+0i,2.1806356284836-11.9192730138623i
-19+0i,-29+0i,2.34939813317119-0.38900995426556i
-19+0i,-28+0i,3.95349191530022+6.85968757290744i
-19+0i,-27+0i,-6.07602640840693+1.54896151415296i
-19+0i,-26+0i,-6.19754037568311-7.28737441182816i
-19+0i,-25+0i,-5.5149325853722-5.10964689624674i
-19+0i,-24+0i,15.7719628270714-14.0244127152871i
-19+0i,-23+0i,-0.19784618984406-8.84099792123823i
-19+0i,-22+0i,-11.566063775613+16.4595829786095i
-19+0i,-21+0i,7.99879993052306-2.91853108654794i
-19+0i,-20+0i,-2.91863694787809-5.41045784233484i
-19+0i,-19+0i,3.80674469418265+1.35163580074409i
-19+0i,-18+0i,5.02363699549909-0.89418332665608i
-19+0i,-17+0i,-3.34437954469848-1.52080711116392i
-19+0i,-16+0i,0.4021023980903-19.0653683740798i
-19+0i,-15+0i,-3.33276455411375+3.71242847285919i
-19+0i,-14+0i,-7.8237180301244+22.1943252849624i
-19+0i,-13+0i,-18.2979416320713+15.1079935336185i
-19+0i,-12+0i,-20.1383648786799+9.1191717977798i
-19+0i,-11+0i,-21.3194727393232+5.9137666154957i
-19+0i,-10+0i,6.03570154029633+9.30085695675948i
-19+0i,-9+0i,14.3483189095043-15.1109965116559i
-19+0i,-8+0i,-23.5745661888061-2.9582591073352i
-19+0i,-7+0i,3.10226684985262-8.92030522335672i
-19+0i,-6+0i,6.6873088558333-34.8625825991663i
-19+0i,-5+0i,19.4968283579369+23.9036575759637i
-19+0i,-4+0i,82.2876806094277+19.8223931989002i
-19+0i,-3+0i,-30.8617625638796-8.7924780740091i
-19+0i,-2+0i,-136.525035736801+50.260621033034i
-19+0i,-1+0i,-44.810526853339+31.0620076941224i
-19+0i,0+0i,-39.5182593645315-88.1829888820346i
-19+0i,1+0i,-42.0967034095997-94.9355230969417i
-19+0i,2+0i,84.6070333092035-0.0791068593304i
-19+0i,3+0i,41.3315995066692+33.4215347158026i
-19+0i,4+0i,-40.2052469432373+51.3335936425148i
-19+0i,5+0i,4.1774427258692+44.4669625501887i
-19+0i,6+0i,-7.8738542971739-5.49488735045091i
-19+0i,7+0i,-8.2579503016873-38.9517589423996i
-19+0i,8+0i,24.7885174059228-42.9043400479825i
-19+0i,9+0i,63.40285974648-0.4112324499049i
-19+0i,10+0i,44.1328319839415+32.7894223139784i
-19+0i,11+0i,-33.2878076739615+35.1074817521264i
-19+0i,12+0i,-19.4488855585305+19.3560244789993i
-19+0i,13+0i,-12.1027535388553+7.3691980133242i
-19+0i,14+0i,-18.6024801422683+2.1652265618582i
-19+0i,15+0i,1.35280227878642-7.91773829069027i
-19+0i,16+0i,-1.02965305262867-0.65433444888293i
-19+0i,17+0i,8.1702398275599-14.8585658782733i
-19+0i,18+0i,-2.9928251601866-15.3813610996173i
-19+0i,19+0i,2.13416242230959+0.31048728001248i
-19+0i,20+0i,18.7451073380816-17.3621085244171i
-19+0i,21+0i,-0.37684629768246-8.03349792404552i
-19+0i,22+0i,4.37571171899694+5.83380718938864i
-19+0i,23+0i,2.93884348582184+0.71318412593448i
-19+0i,24+0i,-3.9451870818012+10.5108774296594i
-19+0i,25+0i,1.24703890621034+3.2305095693915i
-19+0i,26+0i,-9.43084544906296-1.3621495390616i
-19+0i,27+0i,0.45659710384556+3.0388845030953i
